index,label_id,label_name
472,8,ship
473,0,airplane
474,5,dog
475,7,horse
476,6,frog
477,0,airplane
478,5,dog
479,4,deer
480,8,ship
481,6,frog
482,8,ship
483,5,dog
484,5,dog
485,9,truck
486,9,truck
487,9,truck
488,5,dog
489,0,airplane
490,1,automobile
491,0,airplane
492,8,ship
493,1,automobile
494,1,automobile
495,8,ship
496,0,airplane
497,2,bird
498,2,bird
499,0,airplane
500,4,deer
501,6,frog
502,5,dog
503,4,deer
504,9,truck
505,4,deer
506,7,horse
507,9,truck
508,9,truck
509,4,deer
510,5,dog
511,6,frog
512,6,frog
513,1,automobile
514,5,dog
515,3,cat
516,8,ship
517,9,truck
518,5,dog
519,8,ship
520,5,dog
521,7,horse
522,0,airplane
523,7,horse
524,0,airplane
525,5,dog
526,0,airplane
527,0,airplane
528,4,deer
529,6,frog
530,9,truck
531,0,airplane
532,9,truck
533,5,dog
534,6,frog
535,6,frog
536,6,frog
537,2,bird
538,9,truck
539,0,airplane
540,1,automobile
541,7,horse
542,6,frog
543,7,horse
544,5,dog
545,9,truck
546,1,automobile
547,6,frog
548,2,bird
549,5,dog
550,5,dog
551,5,dog
552,8,ship
553,5,dog
554,9,truck
555,4,deer
556,6,frog
557,4,deer
558,3,cat
559,2,bird
560,0,airplane
561,7,horse
562,6,frog
563,2,bird
564,2,bird
565,3,cat
566,9,truck
567,7,horse
568,9,truck
569,2,bird
570,6,frog
571,7,horse
572,1,automobile
573,3,cat
574,6,frog
575,6,frog
576,8,ship
577,9,truck
578,7,horse
579,5,dog
580,4,deer
581,0,airplane
582,8,ship
583,4,deer
584,0,airplane
585,9,truck
586,3,cat
587,4,deer
588,8,ship
589,9,truck
590,6,frog
591,9,truck
592,2,bird
593,6,frog
594,1,automobile
595,4,deer
596,7,horse
597,3,cat
598,5,dog
599,3,cat
600,8,ship
601,5,dog
602,0,airplane
603,2,bird
604,1,automobile
605,6,frog
606,4,deer
607,3,cat
608,3,cat
609,9,truck
610,6,frog
611,9,truck
612,8,ship
613,8,ship
614,5,dog
615,8,ship
616,6,frog
617,6,frog
618,2,bird
619,1,automobile
620,7,horse
621,7,horse
622,1,automobile
623,2,bird
624,7,horse
625,9,truck
626,9,truck
627,4,deer
628,4,deer
629,1,automobile
630,2,bird
631,5,dog
632,6,frog
633,8,ship
634,7,horse
635,6,frog
636,8,ship
637,3,cat
638,0,airplane
639,5,dog
640,5,dog
641,3,cat
642,0,airplane
643,7,horse
644,9,truck
645,1,automobile
646,3,cat
647,4,deer
648,4,deer
649,5,dog
650,3,cat
651,9,truck
652,5,dog
653,6,frog
654,9,truck
655,2,bird
656,1,automobile
657,1,automobile
658,4,deer
659,1,automobile
660,9,truck
661,4,deer
662,7,horse
663,6,frog
664,3,cat
665,8,ship
666,9,truck
667,0,airplane
668,1,automobile
669,3,cat
670,6,frog
671,3,cat
672,6,frog
673,3,cat
674,2,bird
675,0,airplane
676,3,cat
677,1,automobile
678,0,airplane
679,5,dog
680,9,truck
681,6,frog
682,4,deer
683,8,ship
684,9,truck
685,6,frog
686,9,truck
687,6,frog
688,3,cat
689,0,airplane
690,3,cat
691,2,bird
692,2,bird
693,7,horse
694,8,ship
695,3,cat
696,8,ship
697,2,bird
698,7,horse
699,5,dog
700,7,horse
701,2,bird
702,4,deer
703,8,ship
704,7,horse
705,4,deer
706,2,bird
707,9,truck
708,8,ship
709,8,ship
710,6,frog
711,8,ship
712,8,ship
713,7,horse
714,4,deer
715,3,cat
716,3,cat
717,8,ship
718,4,deer
719,9,truck
720,4,deer
721,8,ship
722,8,ship
723,1,automobile
724,8,ship
725,2,bird
726,1,automobile
727,3,cat
728,6,frog
729,5,dog
730,4,deer
731,2,bird
732,7,horse
733,9,truck
734,9,truck
735,4,deer
736,1,automobile
737,4,deer
738,1,automobile
739,3,cat
740,2,bird
741,7,horse
742,0,airplane
743,7,horse
744,9,truck
745,7,horse
746,6,frog
747,6,frog
748,2,bird
749,5,dog
750,9,truck
751,2,bird
752,9,truck
753,1,automobile
754,2,bird
755,2,bird
756,6,frog
757,8,ship
758,2,bird
759,1,automobile
760,3,cat
761,6,frog
762,6,frog
763,0,airplane
764,1,automobile
765,2,bird
766,7,horse
767,0,airplane
768,5,dog
769,4,deer
770,6,frog
771,1,automobile
772,6,frog
773,4,deer
774,0,airplane
775,2,bird
776,2,bird
777,6,frog
778,0,airplane
779,5,dog
780,9,truck
781,1,automobile
782,7,horse
783,6,frog
784,7,horse
785,0,airplane
786,3,cat
787,9,truck
788,6,frog
789,8,ship
790,3,cat
791,0,airplane
792,3,cat
793,4,deer
794,7,horse
795,7,horse
796,1,automobile
797,4,deer
798,7,horse
799,2,bird
800,7,horse
801,1,automobile
802,4,deer
803,7,horse
804,4,deer
805,4,deer
806,8,ship
807,4,deer
808,7,horse
809,7,horse
810,5,dog
811,3,cat
812,7,horse
813,2,bird
814,0,airplane
815,8,ship
816,9,truck
817,5,dog
818,8,ship
819,3,cat
820,6,frog
821,2,bird
822,0,airplane
823,8,ship
824,7,horse
825,3,cat
826,7,horse
827,6,frog
828,5,dog
829,3,cat
830,1,automobile
831,3,cat
832,2,bird
833,2,bird
834,5,dog
835,4,deer
836,1,automobile
837,2,bird
838,9,truck
839,2,bird
840,7,horse
841,0,airplane
842,7,horse
843,2,bird
844,1,automobile
845,3,cat
846,2,bird
847,0,airplane
848,2,bird
849,4,deer
850,7,horse
851,9,truck
852,8,ship
853,9,truck
854,0,airplane
855,7,horse
856,7,horse
857,0,airplane
858,7,horse
859,8,ship
860,4,deer
861,6,frog
862,3,cat
863,3,cat
864,0,airplane
865,1,automobile
866,3,cat
867,7,horse
868,0,airplane
869,1,automobile
870,3,cat
871,1,automobile
872,4,deer
873,2,bird
874,3,cat
875,8,ship
876,4,deer
877,2,bird
878,3,cat
879,7,horse
880,8,ship
881,4,deer
882,3,cat
883,0,airplane
884,9,truck
885,0,airplane
886,0,airplane
887,1,automobile
888,0,airplane
889,4,deer
890,4,deer
891,6,frog
892,7,horse
893,6,frog
894,1,automobile
895,1,automobile
896,3,cat
897,7,horse
898,3,cat
899,5,dog
900,2,bird
901,6,frog
902,6,frog
903,5,dog
904,8,ship
905,7,horse
906,1,automobile
907,6,frog
908,8,ship
909,8,ship
910,5,dog
911,3,cat
912,0,airplane
913,4,deer
914,0,airplane
915,1,automobile
916,3,cat
917,8,ship
918,8,ship
919,0,airplane
920,6,frog
921,9,truck
922,9,truck
923,9,truck
924,5,dog
925,5,dog
926,8,ship
927,6,frog
928,0,airplane
929,0,airplane
930,4,deer
931,2,bird
932,3,cat
933,2,bird
934,7,horse
935,2,bird
936,2,bird
937,5,dog
938,9,truck
939,8,ship
940,9,truck
941,1,automobile
942,7,horse
943,4,deer
944,0,airplane
945,3,cat
946,0,airplane
947,1,automobile
948,3,cat
949,8,ship
950,3,cat
951,9,truck
952,6,frog
953,1,automobile
954,4,deer
955,7,horse
956,0,airplane
957,3,cat
958,7,horse
959,8,ship
960,9,truck
961,1,automobile
962,1,automobile
963,6,frog
964,6,frog
965,6,frog
966,6,frog
967,9,truck
968,1,automobile
969,9,truck
970,9,truck
971,4,deer
972,2,bird
973,1,automobile
974,7,horse
975,0,airplane
976,6,frog
977,8,ship
978,1,automobile
979,9,truck
980,2,bird
981,9,truck
982,0,airplane
983,4,deer
984,7,horse
985,8,ship
986,3,cat
987,1,automobile
988,2,bird
989,0,airplane
990,1,automobile
991,5,dog
992,8,ship
993,4,deer
994,6,frog
995,3,cat
996,8,ship
997,1,automobile
998,3,cat
999,8,ship
1000,5,dog
1001,0,airplane
1002,8,ship
1003,4,deer
1004,8,ship
1005,1,automobile
1006,1,automobile
1007,8,ship
1008,9,truck
1009,6,frog
1010,0,airplane
1011,8,ship
1012,6,frog
1013,1,automobile
1014,3,cat
1015,4,deer
1016,1,automobile
1017,6,frog
1018,0,airplane
1019,5,dog
1020,1,automobile
1021,1,automobile
1022,0,airplane
1023,0,airplane
1024,3,cat
1025,5,dog
1026,0,airplane
1027,0,airplane
1028,6,frog
1029,6,frog
1030,3,cat
1031,3,cat
1032,6,frog
1033,3,cat
1034,6,frog
1035,6,frog
1036,0,airplane
1037,7,horse
1038,2,bird
1039,2,bird
1040,7,horse
1041,5,dog
1042,5,dog
1043,2,bird
1044,8,ship
1045,5,dog
1046,2,bird
1047,1,automobile
1048,1,automobile
1049,4,deer
1050,3,cat
1051,2,bird
1052,0,airplane
1053,3,cat
1054,1,automobile
1055,5,dog
1056,3,cat
1057,7,horse
1058,6,frog
1059,8,ship
1060,9,truck
1061,1,automobile
1062,6,frog
1063,4,deer
1064,9,truck
1065,3,cat
1066,9,truck
1067,0,airplane
1068,9,truck
1069,6,frog
1070,3,cat
1071,6,frog
1072,0,airplane
1073,7,horse
1074,3,cat
1075,8,ship
1076,0,airplane
1077,0,airplane
1078,0,airplane
1079,6,frog
1080,6,frog
1081,6,frog
1082,9,truck
1083,2,bird
1084,5,dog
1085,4,deer
1086,4,deer
1087,6,frog
1088,3,cat
1089,6,frog
1090,0,airplane
1091,8,ship
1092,6,frog
1093,0,airplane
1094,6,frog
1095,2,bird
1096,7,horse
1097,5,dog
1098,1,automobile
1099,2,bird
1100,7,horse
1101,8,ship
1102,8,ship
1103,0,airplane
1104,9,truck
1105,4,deer
1106,9,truck
1107,7,horse
1108,2,bird
1109,0,airplane
1110,2,bird
1111,8,ship
1112,3,cat
1113,8,ship
1114,9,truck
1115,1,automobile
1116,5,dog
1117,5,dog
1118,4,deer
1119,7,horse
1120,5,dog
1121,3,cat
1122,8,ship
1123,3,cat
1124,3,cat
1125,6,frog
1126,2,bird
1127,8,ship
1128,4,deer
1129,3,cat
1130,7,horse
1131,1,automobile
1132,2,bird
1133,4,deer
1134,1,automobile
1135,6,frog
1136,9,truck
1137,0,airplane
1138,5,dog
1139,8,ship
1140,6,frog
1141,1,automobile
1142,8,ship
1143,6,frog
1144,1,automobile
1145,4,deer
1146,2,bird
1147,6,frog
1148,2,bird
1149,7,horse
1150,2,bird
1151,2,bird
1152,0,airplane
1153,8,ship
1154,6,frog
1155,9,truck
1156,1,automobile
1157,7,horse
1158,1,automobile
1159,8,ship
1160,8,ship
1161,0,airplane
1162,7,horse
1163,3,cat
1164,8,ship
1165,0,airplane
1166,3,cat
1167,4,deer
1168,3,cat
1169,7,horse
1170,7,horse
1171,9,truck
1172,2,bird
1173,3,cat
1174,1,automobile
1175,9,truck
1176,1,automobile
1177,9,truck
1178,6,frog
1179,3,cat
1180,3,cat
1181,3,cat
1182,1,automobile
1183,0,airplane
1184,6,frog
1185,1,automobile
1186,4,deer
1187,1,automobile
1188,0,airplane
1189,0,airplane
1190,1,automobile
1191,1,automobile
1192,6,frog
1193,5,dog
1194,4,deer
1195,6,frog
1196,2,bird
1197,0,airplane
1198,7,horse
1199,9,truck
1200,8,ship
1201,7,horse
1202,2,bird
1203,0,airplane
1204,6,frog
1205,8,ship
1206,1,automobile
1207,4,deer
1208,3,cat
1209,7,horse
1210,0,airplane
1211,6,frog
1212,1,automobile
1213,8,ship
1214,5,dog
1215,7,horse
1216,8,ship
1217,4,deer
1218,8,ship
1219,3,cat
1220,9,truck
1221,9,truck
1222,9,truck
1223,8,ship
1224,7,horse
1225,6,frog
1226,6,frog
1227,3,cat
1228,5,dog
1229,1,automobile
1230,5,dog
1231,9,truck
1232,1,automobile
1233,4,deer
1234,1,automobile
1235,5,dog
1236,7,horse
1237,0,airplane
1238,1,automobile
1239,5,dog
1240,2,bird
1241,0,airplane
1242,8,ship
1243,8,ship
1244,5,dog
1245,6,frog
1246,7,horse
1247,3,cat
1248,2,bird
1249,4,deer
1250,7,horse
1251,2,bird
1252,5,dog
1253,8,ship
1254,2,bird
1255,4,deer
1256,9,truck
1257,2,bird
1258,1,automobile
1259,8,ship
1260,1,automobile
1261,9,truck
1262,8,ship
1263,8,ship
1264,8,ship
1265,9,truck
1266,0,airplane
1267,4,deer
1268,3,cat
1269,3,cat
1270,1,automobile
1271,8,ship
1272,4,deer
1273,6,frog
1274,3,cat
1275,3,cat
1276,5,dog
1277,2,bird
1278,2,bird
1279,8,ship
1280,3,cat
1281,8,ship
1282,9,truck
1283,5,dog
1284,8,ship
1285,9,truck
1286,8,ship
1287,9,truck
1288,1,automobile
1289,6,frog
1290,5,dog
1291,9,truck
1292,4,deer
1293,4,deer
1294,8,ship
1295,0,airplane
1296,7,horse
1297,2,bird
1298,9,truck
1299,7,horse
1300,4,deer
1301,1,automobile
1302,6,frog
1303,4,deer
1304,4,deer
1305,9,truck
1306,1,automobile
1307,2,bird
1308,5,dog
1309,6,frog
1310,0,airplane
1311,8,ship
1312,6,frog
1313,1,automobile
1314,9,truck
1315,4,deer
1316,5,dog
1317,9,truck
1318,5,dog
1319,0,airplane
1320,7,horse
1321,2,bird
1322,0,airplane
1323,0,airplane
1324,4,deer
1325,2,bird
1326,6,frog
1327,6,frog
1328,5,dog
1329,5,dog
1330,2,bird
1331,8,ship
1332,1,automobile
1333,7,horse
1334,3,cat
1335,1,automobile
1336,4,deer
1337,5,dog
1338,6,frog
1339,5,dog
1340,1,automobile
1341,4,deer
1342,7,horse
1343,0,airplane
1344,9,truck
1345,4,deer
1346,3,cat
1347,8,ship
1348,2,bird
1349,8,ship
1350,4,deer
1351,7,horse
1352,2,bird
1353,3,cat
1354,1,automobile
1355,5,dog
1356,2,bird
1357,9,truck
1358,8,ship
1359,9,truck
1360,7,horse
1361,9,truck
1362,5,dog
1363,1,automobile
1364,4,deer
1365,0,airplane
1366,8,ship
1367,2,bird
1368,3,cat
1369,8,ship
1370,9,truck
1371,1,automobile
1372,1,automobile
1373,3,cat
1374,2,bird
1375,4,deer
1376,9,truck
1377,3,cat
1378,1,automobile
1379,7,horse
1380,4,deer
1381,6,frog
1382,2,bird
1383,8,ship
1384,9,truck
1385,5,dog
1386,3,cat
1387,9,truck
1388,5,dog
1389,5,dog
1390,6,frog
1391,7,horse
1392,2,bird
1393,4,deer
1394,6,frog
1395,3,cat
1396,1,automobile
1397,0,airplane
1398,7,horse
1399,2,bird
1400,5,dog
1401,4,deer
1402,7,horse
1403,6,frog
1404,1,automobile
1405,1,automobile
1406,9,truck
1407,8,ship
1408,1,automobile
1409,0,airplane
1410,1,automobile
1411,3,cat
1412,1,automobile
1413,1,automobile
1414,1,automobile
1415,7,horse
1416,3,cat
1417,9,truck
1418,6,frog
1419,8,ship
1420,4,deer
1421,6,frog
1422,8,ship
1423,4,deer
1424,9,truck
1425,4,deer
1426,7,horse
1427,9,truck
1428,7,horse
1429,6,frog
1430,8,ship
1431,4,deer
1432,9,truck
1433,7,horse
1434,0,airplane
1435,1,automobile
1436,6,frog
1437,1,automobile
1438,5,dog
1439,9,truck
1440,0,airplane
1441,4,deer
1442,3,cat
1443,4,deer
1444,1,automobile
1445,3,cat
1446,0,airplane
1447,8,ship
1448,4,deer
1449,6,frog
1450,2,bird
1451,2,bird
1452,6,frog
1453,5,dog
1454,3,cat
1455,6,frog
1456,2,bird
1457,1,automobile
1458,1,automobile
1459,8,ship
1460,6,frog
1461,0,airplane
1462,4,deer
1463,0,airplane
1464,1,automobile
1465,9,truck
1466,7,horse
1467,1,automobile
1468,3,cat
1469,7,horse
1470,7,horse
1471,8,ship
1472,7,horse
1473,7,horse
1474,3,cat
1475,9,truck
1476,7,horse
1477,7,horse
1478,7,horse
1479,2,bird
1480,1,automobile
1481,2,bird
1482,8,ship
1483,6,frog
1484,4,deer
1485,0,airplane
1486,7,horse
1487,9,truck
1488,8,ship
1489,6,frog
1490,8,ship
1491,4,deer
1492,9,truck
1493,1,automobile
1494,7,horse
1495,2,bird
1496,2,bird
1497,8,ship
1498,5,dog
1499,8,ship
1500,1,automobile
1501,2,bird
1502,2,bird
1503,4,deer
1504,1,automobile
1505,2,bird
1506,5,dog
1507,2,bird
1508,8,ship
1509,1,automobile
1510,8,ship
1511,1,automobile
1512,8,ship
1513,6,frog
1514,0,airplane
1515,2,bird
1516,4,deer
1517,1,automobile
1518,3,cat
1519,6,frog
1520,7,horse
1521,7,horse
1522,4,deer
1523,4,deer
1524,3,cat
1525,3,cat
1526,4,deer
1527,5,dog
1528,2,bird
1529,4,deer
1530,3,cat
1531,7,horse
1532,8,ship
1533,4,deer
1534,4,deer
1535,4,deer
1536,5,dog
1537,4,deer
1538,3,cat
1539,2,bird
1540,8,ship
1541,4,deer
1542,5,dog
1543,5,dog
1544,4,deer
1545,1,automobile
1546,4,deer
1547,2,bird
1548,5,dog
1549,1,automobile
1550,6,frog
1551,4,deer
1552,3,cat
1553,4,deer
1554,4,deer
1555,0,airplane
1556,8,ship
1557,8,ship
1558,4,deer
1559,5,dog
1560,7,horse
1561,5,dog
1562,6,frog
1563,9,truck
1564,1,automobile
1565,6,frog
1566,7,horse
1567,2,bird
1568,0,airplane
1569,1,automobile
1570,4,deer
1571,5,dog
1572,6,frog
1573,0,airplane
1574,0,airplane
1575,2,bird
1576,7,horse
1577,5,dog
1578,6,frog
1579,0,airplane
1580,6,frog
1581,2,bird
1582,9,truck
1583,1,automobile
1584,7,horse
1585,7,horse
1586,5,dog
1587,2,bird
1588,5,dog
1589,6,frog
1590,4,deer
1591,1,automobile
1592,4,deer
1593,3,cat
1594,3,cat
1595,3,cat
1596,0,airplane
1597,3,cat
1598,5,dog
1599,5,dog
1600,8,ship
1601,9,truck
1602,7,horse
1603,3,cat
1604,1,automobile
1605,3,cat
1606,3,cat
1607,3,cat
1608,4,deer
1609,4,deer
1610,2,bird
1611,3,cat
1612,3,cat
1613,8,ship
1614,1,automobile
1615,7,horse
1616,7,horse
1617,0,airplane
1618,7,horse
1619,4,deer
1620,5,dog
1621,1,automobile
1622,4,deer
1623,2,bird
1624,4,deer
1625,3,cat
1626,9,truck
1627,9,truck
1628,4,deer
1629,9,truck
1630,9,truck
1631,1,automobile
1632,8,ship
1633,1,automobile
1634,6,frog
1635,7,horse
1636,5,dog
1637,5,dog
1638,4,deer
1639,9,truck
1640,7,horse
1641,6,frog
1642,5,dog
1643,9,truck
1644,2,bird
1645,4,deer
1646,0,airplane
1647,7,horse
1648,8,ship
1649,5,dog
1650,5,dog
1651,0,airplane
1652,0,airplane
1653,9,truck
1654,9,truck
1655,8,ship
1656,2,bird
1657,5,dog
1658,4,deer
1659,8,ship
1660,3,cat
1661,6,frog
1662,3,cat
1663,6,frog
1664,0,airplane
1665,6,frog
1666,6,frog
1667,6,frog
1668,9,truck
1669,6,frog
1670,6,frog
1671,8,ship
1672,6,frog
1673,2,bird
1674,4,deer
1675,5,dog
1676,8,ship
1677,1,automobile
1678,2,bird
1679,7,horse
1680,6,frog
1681,5,dog
1682,7,horse
1683,8,ship
1684,1,automobile
1685,8,ship
1686,0,airplane
1687,8,ship
1688,6,frog
1689,9,truck
1690,2,bird
1691,8,ship
1692,9,truck
1693,4,deer
1694,0,airplane
1695,9,truck
1696,4,deer
1697,9,truck
1698,5,dog
1699,7,horse
1700,5,dog
1701,5,dog
1702,9,truck
1703,5,dog
1704,3,cat
1705,0,airplane
1706,1,automobile
1707,9,truck
1708,7,horse
1709,2,bird
1710,4,deer
1711,1,automobile
1712,0,airplane
1713,8,ship
1714,0,airplane
1715,3,cat
1716,1,automobile
1717,7,horse
1718,0,airplane
1719,0,airplane
1720,4,deer
1721,8,ship
1722,6,frog
1723,2,bird
1724,4,deer
1725,0,airplane
1726,0,airplane
1727,9,truck
1728,0,airplane
1729,8,ship
1730,4,deer
1731,5,dog
1732,9,truck
1733,3,cat
1734,9,truck
1735,0,airplane
1736,5,dog
1737,6,frog
1738,5,dog
1739,0,airplane
1740,1,automobile
1741,4,deer
1742,8,ship
1743,1,automobile
1744,0,airplane
1745,5,dog
1746,2,bird
1747,1,automobile
1748,0,airplane
1749,2,bird
1750,8,ship
1751,1,automobile
1752,5,dog
1753,6,frog
1754,7,horse
1755,7,horse
1756,2,bird
1757,6,frog
1758,2,bird
1759,5,dog
1760,0,airplane
1761,1,automobile
1762,4,deer
1763,2,bird
1764,5,dog
1765,4,deer
1766,6,frog
1767,2,bird
1768,2,bird
1769,1,automobile
1770,7,horse
1771,2,bird
1772,8,ship
1773,5,dog
1774,5,dog
1775,3,cat
1776,0,airplane
1777,4,deer
1778,8,ship
1779,3,cat
1780,7,horse
1781,6,frog
1782,3,cat
1783,8,ship
1784,1,automobile
1785,0,airplane
1786,1,automobile
1787,3,cat
1788,3,cat
1789,0,airplane
1790,7,horse
1791,4,deer
1792,9,truck
1793,5,dog
1794,3,cat
1795,6,frog
1796,0,airplane
1797,1,automobile
1798,4,deer
1799,4,deer
1800,4,deer
1801,4,deer
1802,2,bird
1803,2,bird
1804,5,dog
1805,8,ship
1806,1,automobile
1807,5,dog
1808,9,truck
1809,8,ship
1810,1,automobile
1811,1,automobile
1812,5,dog
1813,3,cat
1814,9,truck
1815,9,truck
1816,7,horse
1817,6,frog
1818,5,dog
1819,0,airplane
1820,8,ship
1821,4,deer
1822,7,horse
1823,0,airplane
1824,9,truck
1825,2,bird
