index,eu_proxy
90,0.7862006574869156
91,0.782384917140007
92,0.8193182349205017
93,0.7475869953632355
94,0.7722161412239075
95,0.7589971870183945
96,0.7568182945251465
97,0.7611187547445297
98,0.7773419618606567
99,0.7764886617660522
100,0.7286674082279205
101,0.7680330872535706
102,0.787871927022934
103,0.7810634821653366
104,0.8199807405471802
105,0.7875708192586899
106,0.793377548456192
107,0.7655595242977142
108,0.8148381412029266
109,0.7739400863647461
110,0.7416896224021912
111,0.8039570301771164
112,0.7520908415317535
113,0.7452298998832703
114,0.8122678250074387
115,0.7755672484636307
116,0.7877510488033295
117,0.7968738675117493
118,0.7978841662406921
119,0.7851050496101379
120,0.8093066662549973
121,0.74869504570961
122,0.7637626230716705
123,0.7674629539251328
124,0.7346139550209045
125,0.8207979798316956
126,0.7764288187026978
127,0.8082911670207977
128,0.7955104261636734
129,0.7537019401788712
130,0.7530041933059692
131,0.8066128194332123
132,0.7958186268806458
133,0.7885169833898544
134,0.8127600848674774
135,0.7649466395378113
136,0.8127184808254242
137,0.7718649506568909
138,0.7761426120996475
139,0.792893797159195
140,0.7911441624164581
141,0.7758649289608002
142,0.7500417828559875
143,0.7725073993206024
144,0.7883709073066711
145,0.7604096829891205
146,0.780923455953598
147,0.7918543368577957
148,0.7703476548194885
149,0.7469438314437866
150,0.8246225416660309
151,0.7853410542011261
152,0.7569355964660645
153,0.8258305341005325
154,0.7856946885585785
155,0.7654258906841278
156,0.7985444664955139
157,0.8195118010044098
158,0.8050238788127899
159,0.7624803185462952
160,0.7721572816371918
161,0.7904167622327805
162,0.8104439675807953
163,0.7588740289211273
164,0.8011722415685654
165,0.8044936805963516
166,0.7759163081645966
167,0.7590195685625076
168,0.7986561805009842
169,0.8151378184556961
170,0.7876121550798416
171,0.7937299758195877
172,0.7665824741125107
173,0.8055392205715179
174,0.8195869028568268
175,0.7611476927995682
176,0.7937379777431488
177,0.7467759251594543
178,0.7505643516778946
179,0.8162426352500916
180,0.7882272154092789
181,0.7839089334011078
182,0.7653687596321106
183,0.7667754888534546
184,0.7974219769239426
185,0.7772611081600189
186,0.7380255460739136
187,0.7802172154188156
188,0.743217796087265
189,0.8531714230775833
190,0.8001291155815125
191,0.7826603949069977
192,0.8102603107690811
193,0.7989131957292557
194,0.7719277441501617
195,0.7790034264326096
196,0.7683398127555847
197,0.7771255820989609
198,0.7698350697755814
199,0.7738178074359894
200,0.7915906459093094
201,0.784543514251709
202,0.8033768981695175
203,0.7804256677627563
204,0.8058394640684128
205,0.795812726020813
206,0.7989707589149475
207,0.801773726940155
208,0.7458790242671967
209,0.7451201677322388
210,0.7818227559328079
211,0.7600500285625458
212,0.7856291830539703
213,0.7915810942649841
214,0.7781650722026825
215,0.7903774231672287
216,0.7781092524528503
217,0.8224800527095795
218,0.8187683522701263
219,0.7968026697635651
220,0.7437710464000702
221,0.7676656693220139
222,0.7940744906663895
223,0.767154335975647
224,0.7784519046545029
225,0.8006269037723541
226,0.7907139658927917
227,0.7641832232475281
228,0.7928843945264816
229,0.7658780515193939
230,0.8024504035711288
231,0.806992381811142
232,0.7767217308282852
233,0.7914596498012543
234,0.7945216000080109
235,0.791336715221405
236,0.7688622921705246
237,0.7972012013196945
238,0.7908928692340851
239,0.7849989533424377
240,0.7976354956626892
241,0.8240169882774353
242,0.7737359255552292
243,0.7760172337293625
244,0.8045208007097244
245,0.7734716832637787
246,0.7921564429998398
247,0.7839427590370178
248,0.8018936216831207
249,0.793059766292572
250,0.7832415401935577
251,0.7572880238294601
252,0.783255323767662
253,0.7982476353645325
254,0.7529027909040451
255,0.8159076124429703
256,0.7887696027755737
257,0.8116317689418793
258,0.7648035287857056
259,0.811962217092514
260,0.7793611735105515
261,0.7574656903743744
262,0.7703238129615784
263,0.7642729729413986
264,0.8042524009943008
265,0.7816129922866821
266,0.7679333239793777
267,0.7622923851013184
268,0.7498360276222229
269,0.7769563347101212
270,0.7699022889137268
271,0.8184796124696732
272,0.7588744610548019
273,0.7876756340265274
274,0.760669931769371
275,0.7927384972572327
276,0.8060794770717621
277,0.7709188908338547
278,0.7690388262271881
279,0.7893660962581635
280,0.8093278557062149
281,0.7559310793876648
282,0.7515617311000824
283,0.7977206408977509
284,0.7858516722917557
285,0.7763959765434265
286,0.8125128746032715
287,0.7932681143283844
288,0.7916516661643982
289,0.8006313443183899
290,0.8051978945732117
291,0.7471726834774017
292,0.7758286595344543
293,0.7662930935621262
294,0.7551020979881287
295,0.7633969932794571
296,0.8005460798740387
297,0.7930217683315277
298,0.8298821002244949
299,0.7728689163923264
300,0.7414700388908386
301,0.7575999796390533
302,0.7973137497901917
303,0.7577097564935684
304,0.7774997502565384
305,0.8369667828083038
306,0.7974937856197357
307,0.7416832745075226
308,0.805025190114975
309,0.7577218115329742
310,0.7989131808280945
311,0.7952652871608734
312,0.784874215722084
313,0.8272413313388824
314,0.7809590697288513
315,0.7770629376173019
316,0.7535356879234314
317,0.7627449929714203
318,0.7999315857887268
319,0.7776527404785156
320,0.7921581864356995
321,0.7631568908691406
322,0.7759725749492645
323,0.811595693230629
324,0.740660697221756
325,0.7732419818639755
326,0.7671343237161636
327,0.7524199932813644
328,0.7468547821044922
329,0.7777623981237411
330,0.7432342767715454
331,0.8298945277929306
332,0.7795547991991043
333,0.7792360186576843
334,0.7300004065036774
335,0.777765542268753
336,0.7978033274412155
337,0.7801013439893723
338,0.7784491777420044
339,0.8661838471889496
340,0.7837156057357788
341,0.7912175208330154
342,0.7770724296569824
343,0.773447573184967
344,0.7926076650619507
345,0.8011371046304703
346,0.7454392313957214
347,0.764054000377655
348,0.7821479588747025
349,0.7657437324523926
350,0.817305862903595
351,0.7949712723493576
352,0.8083661049604416
353,0.7758987247943878
354,0.7818010449409485
355,0.7728504687547684
356,0.7856631726026535
357,0.754398301243782
358,0.8134346604347229
359,0.82428178191185
360,0.7904271632432938
361,0.8027107566595078
362,0.8118712306022644
363,0.8131168186664581
364,0.8071086555719376
365,0.7883695363998413
366,0.8037676066160202
367,0.764749139547348
368,0.8447330892086029
369,0.7778491973876953
370,0.7648893892765045
371,0.7852250337600708
372,0.7990716099739075
373,0.7504033893346786
374,0.7965818345546722
375,0.7904662638902664
376,0.7551222294569016
377,0.7946422398090363
378,0.7811067402362823
379,0.7445177435874939
380,0.7578548192977905
381,0.8128204196691513
382,0.780239537358284
383,0.7951318919658661
384,0.7629968225955963
385,0.8204475194215775
386,0.733907014131546
387,0.7613596320152283
388,0.8109895586967468
389,0.7729917466640472
390,0.7953255027532578
391,0.7693097740411758
392,0.7578256279230118
393,0.7472338676452637
394,0.7568492442369461
395,0.7551755458116531
396,0.7741972208023071
397,0.8028123676776886
398,0.8087664395570755
399,0.8175874203443527
400,0.7910262495279312
401,0.7953500747680664
402,0.7692013382911682
403,0.8012145608663559
404,0.7788480818271637
405,0.7393682599067688
406,0.8133760392665863
407,0.748432993888855
408,0.7968577742576599
409,0.7780429720878601
410,0.7744970470666885
411,0.7938443422317505
412,0.7634744495153427
413,0.7733696401119232
414,0.7963251322507858
415,0.7888398617506027
416,0.7924054563045502
417,0.7588695287704468
418,0.7636449635028839
419,0.7694871723651886
420,0.7529663592576981
421,0.7981704473495483
422,0.8190855234861374
423,0.7650976926088333
424,0.7721377909183502
425,0.7927335202693939
426,0.8052249103784561
427,0.783569410443306
428,0.8096071183681488
429,0.7860342264175415
430,0.7553279995918274
431,0.7806524634361267
432,0.7829553931951523
433,0.7417758703231812
434,0.7762898653745651
435,0.7719940543174744
436,0.769017219543457
437,0.7792636156082153
438,0.7880975306034088
439,0.7777322977781296
440,0.7700348347425461
441,0.7652100026607513
442,0.7797738611698151
443,0.7783049643039703
444,0.7911426424980164
445,0.7719448655843735
446,0.7937860488891602
447,0.7831978052854538
448,0.7700499594211578
449,0.7702542245388031
450,0.8517700731754303
451,0.8080065548419952
452,0.7737137228250504
453,0.7973416298627853
454,0.750631183385849
455,0.7695220708847046
456,0.7708119451999664
457,0.7974658012390137
458,0.7683482617139816
459,0.7545088827610016
460,0.7909861207008362
461,0.7762559950351715
462,0.7864686250686646
463,0.7766667604446411
464,0.7866889238357544
465,0.7821857333183289
466,0.7833250761032104
467,0.789841502904892
468,0.7454318404197693
469,0.7950939685106277
470,0.7579237222671509
471,0.7725281566381454
472,0.8147848546504974
473,0.7919495701789856
474,0.8137420117855072
475,0.7747876048088074
476,0.8233617842197418
477,0.7962340414524078
478,0.8025735914707184
479,0.7510202080011368
480,0.8575452864170074
481,0.7815248817205429
482,0.785258561372757
483,0.7745338082313538
484,0.7925830483436584
485,0.7891212105751038
486,0.7972464114427567
487,0.8232439756393433
488,0.7936997413635254
489,0.7843843400478363
490,0.7743660509586334
491,0.8055380284786224
492,0.7829242944717407
493,0.7932581305503845
494,0.8063124120235443
495,0.7971581965684891
496,0.7579447329044342
497,0.7703884541988373
498,0.7696023434400558
499,0.7800439894199371
500,0.7596777081489563
501,0.7946149259805679
502,0.772664338350296
503,0.7454314231872559
504,0.7887682467699051
505,0.774217039346695
506,0.7629191279411316
507,0.773181825876236
508,0.8126848340034485
509,0.7504440546035767
510,0.8022211790084839
511,0.7866354584693909
512,0.767034575343132
513,0.7924437969923019
514,0.7900631129741669
515,0.7780198454856873
516,0.8121069371700287
517,0.7948316335678101
518,0.7950754761695862
519,0.8009146749973297
520,0.7409616112709045
521,0.7885075211524963
522,0.8032117635011673
523,0.7832654714584351
524,0.7935177683830261
525,0.7455017268657684
526,0.7688306421041489
527,0.8068997263908386
528,0.7662611901760101
529,0.7707716375589371
530,0.798523485660553
531,0.8436608463525772
532,0.743335485458374
533,0.7564166635274887
534,0.7943950146436691
535,0.819296270608902
536,0.7458831667900085
537,0.7416078746318817
538,0.7765019237995148
539,0.8083007484674454
540,0.7936729937791824
541,0.7931674122810364
542,0.7616693675518036
543,0.7708647847175598
544,0.7998626530170441
545,0.7661763429641724
546,0.8028267025947571
547,0.8201147615909576
548,0.7557404339313507
549,0.8100932091474533
550,0.7838903963565826
551,0.7965458631515503
552,0.7930117100477219
553,0.7838896811008453
554,0.7994923144578934
555,0.7507643103599548
556,0.7515970170497894
557,0.7502263188362122
558,0.7798780500888824
559,0.7743874192237854
560,0.8077231049537659
561,0.7428159713745117
562,0.8006346523761749
563,0.807409942150116
564,0.7784208655357361
565,0.7782888561487198
566,0.7980864346027374
567,0.7613205015659332
568,0.765649750828743
569,0.7716947793960571
570,0.7452638447284698
571,0.7846885621547699
572,0.7538091987371445
573,0.7843711525201797
574,0.7561283856630325
575,0.8066588640213013
576,0.7747538387775421
577,0.7680062353610992
578,0.7630645334720612
579,0.782038226723671
580,0.7249175608158112
581,0.803821787238121
582,0.8167748004198074
583,0.7561534941196442
584,0.7976862788200378
585,0.8054119497537613
586,0.7677617520093918
587,0.7512640058994293
588,0.8170893043279648
589,0.8176059722900391
590,0.7824632227420807
591,0.79530268907547
592,0.7559131234884262
593,0.7471379339694977
594,0.7400356531143188
595,0.7951945066452026
596,0.7310289740562439
597,0.792970135807991
598,0.786533311009407
599,0.8117696046829224
600,0.7960709631443024
601,0.8114600777626038
602,0.7797635644674301
603,0.7453331351280212
604,0.7876070588827133
605,0.7437815070152283
606,0.8057441115379333
607,0.7866996824741364
608,0.8029195964336395
609,0.777485728263855
610,0.7834074348211288
611,0.7992739826440811
612,0.7956175357103348
613,0.7866935282945633
614,0.7951182872056961
615,0.8367399424314499
616,0.7842676490545273
617,0.839362695813179
618,0.7827970683574677
619,0.7973764538764954
620,0.7736666798591614
621,0.7710103094577789
622,0.7888041883707047
623,0.743891716003418
624,0.8013176918029785
625,0.7844567745923996
626,0.805156022310257
627,0.7727558314800262
628,0.7635833323001862
629,0.7819755971431732
630,0.8147550225257874
631,0.7757822871208191
632,0.7656197994947433
633,0.8140640258789062
634,0.7630804032087326
635,0.7433999180793762
636,0.8068719655275345
637,0.7755309641361237
638,0.7753534913063049
639,0.7925777584314346
640,0.7660457938909531
641,0.7914483100175858
642,0.8206167966127396
643,0.7738393843173981
644,0.7540481388568878
645,0.8189318776130676
646,0.7984569668769836
647,0.7315664887428284
648,0.7794185280799866
649,0.7747627645730972
650,0.7788948565721512
651,0.7952726930379868
652,0.8040410578250885
653,0.7295638024806976
654,0.7949780970811844
655,0.7738534510135651
656,0.7879327535629272
657,0.7938873618841171
658,0.7888495028018951
659,0.7767843455076218
660,0.7590956836938858
661,0.7785371392965317
662,0.7725583910942078
663,0.7795847058296204
664,0.8024820387363434
665,0.7734475582838058
666,0.783498615026474
667,0.7661304920911789
668,0.7672671526670456
669,0.7798730432987213
670,0.7389011085033417
671,0.810173898935318
672,0.782509371638298
673,0.7847722768783569
674,0.76558056473732
675,0.7854639440774918
676,0.7747708559036255
677,0.7821050584316254
678,0.7964133322238922
679,0.8069705963134766
680,0.7700628638267517
681,0.7429817020893097
682,0.7787589579820633
683,0.7969637364149094
684,0.7975917756557465
685,0.7579993009567261
686,0.7984970211982727
687,0.7572135478258133
688,0.8041296005249023
689,0.8012242764234543
690,0.7993324249982834
691,0.7903041243553162
692,0.7842094302177429
693,0.7649717181921005
694,0.7709839791059494
695,0.7532116174697876
696,0.7815302610397339
697,0.7421671152114868
698,0.76347616314888
699,0.7672517895698547
700,0.7500655949115753
701,0.7619989514350891
702,0.7628892064094543
703,0.8054657876491547
704,0.7824211120605469
705,0.7397424578666687
706,0.7918016314506531
707,0.7982404828071594
708,0.7927022874355316
709,0.754326120018959
710,0.7596321105957031
711,0.8244129121303558
712,0.7752748727798462
713,0.7803274989128113
714,0.7297770977020264
715,0.746187150478363
716,0.7678702175617218
717,0.8221148103475571
718,0.7499756515026093
719,0.8034428805112839
720,0.7577890753746033
721,0.7582051604986191
722,0.8057382255792618
723,0.767642080783844
724,0.7791842222213745
725,0.7737462669610977
726,0.7971996814012527
727,0.7884530127048492
728,0.8097319006919861
729,0.8001997768878937
730,0.7376954555511475
731,0.7616345286369324
732,0.7662689536809921
733,0.817733883857727
734,0.828082337975502
735,0.7590167671442032
736,0.7517340630292892
737,0.7960878759622574
738,0.799222320318222
739,0.8129354119300842
740,0.7484234571456909
741,0.7772995233535767
742,0.8055092990398407
743,0.77422696352005
744,0.7787153124809265
745,0.7659438699483871
746,0.7852701991796494
747,0.7913418263196945
748,0.7789148390293121
749,0.7829673439264297
750,0.7965284287929535
751,0.7821292281150818
752,0.8022313117980957
753,0.7868591248989105
754,0.7608028054237366
755,0.7667911946773529
756,0.7418109476566315
757,0.7835985422134399
758,0.7700581401586533
759,0.7954337447881699
760,0.7733721137046814
761,0.8035011440515518
762,0.77240389585495
763,0.7949610650539398
764,0.8099880963563919
765,0.7579549849033356
766,0.7816289365291595
767,0.7938492894172668
768,0.7855102121829987
769,0.7982775866985321
770,0.7790639847517014
771,0.7635349631309509
772,0.7669127434492111
773,0.7503998875617981
774,0.7921331971883774
775,0.7707654535770416
776,0.7586855888366699
777,0.7622861415147781
778,0.8029487282037735
779,0.7766989767551422
780,0.814600333571434
781,0.7893238961696625
782,0.7603532671928406
783,0.7683237195014954
784,0.7783148139715195
785,0.7930672764778137
786,0.7920312285423279
787,0.7857110947370529
788,0.7455393075942993
789,0.7947697639465332
790,0.7839691191911697
791,0.7976808547973633
792,0.7836006730794907
793,0.7934364825487137
794,0.7622422426939011
795,0.768793374300003
796,0.7844528257846832
797,0.7704329043626785
798,0.772842213511467
799,0.7685830295085907
800,0.7533183544874191
801,0.8177364468574524
802,0.7551821321249008
803,0.7536501437425613
804,0.7501035630702972
805,0.7378559708595276
806,0.8086477518081665
807,0.7209235429763794
808,0.769111379981041
809,0.7791090607643127
810,0.7760558128356934
811,0.747500091791153
812,0.7593932598829269
813,0.7657363265752792
814,0.7988912761211395
815,0.7665739506483078
816,0.804722249507904
817,0.803303450345993
818,0.7870775163173676
819,0.7614777982234955
820,0.7681778073310852
821,0.765595868229866
822,0.8122068643569946
823,0.782079741358757
824,0.7975921481847763
825,0.7589404881000519
826,0.7857042551040649
827,0.7515061944723129
828,0.8070867359638214
829,0.743832528591156
830,0.8258991837501526
831,0.7565023750066757
832,0.7581011950969696
833,0.7946074903011322
834,0.7833812832832336
835,0.7594625353813171
836,0.7855478078126907
837,0.7686623334884644
838,0.7732282280921936
839,0.7861336469650269
840,0.7535677403211594
841,0.7893064469099045
842,0.7631726711988449
843,0.7626447230577469
844,0.7899298071861267
845,0.7632797956466675
846,0.7789837121963501
847,0.7842492461204529
848,0.7662699520587921
849,0.7790194302797318
850,0.7536470741033554
851,0.7821910977363586
852,0.773472785949707
853,0.7824245095252991
854,0.7904073596000671
855,0.7875573337078094
856,0.7710885405540466
857,0.776093527674675
858,0.7590274661779404
859,0.7693849503993988
860,0.7446058392524719
861,0.8240424990653992
862,0.8008583039045334
863,0.7662667781114578
864,0.7775666564702988
865,0.7354371547698975
866,0.7685536891222
867,0.7419823706150055
868,0.8216185122728348
869,0.767120897769928
870,0.7613557577133179
871,0.785965085029602
872,0.7078421711921692
873,0.76821069419384
874,0.8166107386350632
875,0.8094778805971146
876,0.7285925447940826
877,0.7552071809768677
878,0.7810112237930298
879,0.7588344514369965
880,0.802127793431282
881,0.7580862939357758
882,0.7884127795696259
883,0.8431268036365509
884,0.7826783508062363
885,0.7943850010633469
886,0.7871572375297546
887,0.772630363702774
888,0.8207342475652695
889,0.7511319220066071
890,0.7711281776428223
891,0.813354879617691
892,0.7620438188314438
893,0.7499539256095886
894,0.7684957832098007
895,0.772183820605278
896,0.8087771236896515
897,0.7562441229820251
898,0.80824114382267
899,0.7859849333763123
900,0.7435370087623596
901,0.7494087517261505
902,0.7363752126693726
903,0.7924334555864334
904,0.8112395852804184
905,0.7863732725381851
906,0.7560364305973053
907,0.7596839964389801
908,0.8029857128858566
909,0.8132960200309753
910,0.7813250571489334
911,0.8060280233621597
912,0.8148030787706375
913,0.7352064847946167
914,0.7827286720275879
915,0.7975503504276276
916,0.7912051975727081
917,0.779769241809845
918,0.8162164688110352
919,0.8373686969280243
920,0.7550293356180191
921,0.7577310800552368
922,0.8082451671361923
923,0.7884956002235413
924,0.7701414078474045
925,0.8014729171991348
926,0.8071132302284241
927,0.7486741840839386
928,0.7991775870323181
929,0.7986023277044296
930,0.7055338025093079
931,0.7719217240810394
932,0.7963473200798035
933,0.7557721734046936
934,0.7929538190364838
935,0.7840238958597183
936,0.7941013127565384
937,0.7967284321784973
938,0.7869706600904465
939,0.7935497611761093
940,0.8539822548627853
941,0.7747512012720108
942,0.7722727656364441
943,0.7628074586391449
944,0.8172992169857025
945,0.7812348753213882
946,0.7457985579967499
947,0.7834104001522064
948,0.7663934826850891
949,0.8240931928157806
950,0.7834908068180084
951,0.7879407554864883
952,0.7794880270957947
953,0.7829300761222839
954,0.770427793264389
955,0.7583268582820892
956,0.8141936808824539
957,0.7927025556564331
958,0.7953719645738602
959,0.8030362129211426
960,0.8020138293504715
961,0.7657029032707214
962,0.8279902786016464
963,0.7438261806964874
964,0.7609373927116394
965,0.7894046455621719
966,0.781264454126358
967,0.796991303563118
968,0.8004335761070251
969,0.8008222579956055
970,0.7901709973812103
971,0.7463452816009521
972,0.7833591997623444
973,0.7719424068927765
974,0.7440485060214996
975,0.8096917271614075
976,0.7847435921430588
977,0.842133030295372
978,0.7780060768127441
979,0.8176816701889038
980,0.7938789576292038
981,0.7893416583538055
982,0.8060241937637329
983,0.735269159078598
984,0.775053545832634
985,0.7727509140968323
986,0.7835659980773926
987,0.8045973777770996
988,0.7615762203931808
989,0.8067600578069687
990,0.7962489277124405
991,0.7685778439044952
992,0.8102729618549347
993,0.7768034189939499
994,0.7369099855422974
995,0.7920067608356476
996,0.7965689152479172
997,0.7826210409402847
998,0.7886853665113449
999,0.7811675518751144
1000,0.7971861958503723
1001,0.7945583164691925
1002,0.7845122516155243
1003,0.7459573745727539
1004,0.7773984521627426
1005,0.7722268551588058
1006,0.8006309568881989
1007,0.8144854009151459
1008,0.7674586921930313
1009,0.8118111044168472
1010,0.7612978368997574
1011,0.7943486422300339
1012,0.7616836875677109
1013,0.8031216263771057
1014,0.7873682379722595
1015,0.7781932502985001
1016,0.806360512971878
1017,0.8461219668388367
1018,0.7837115228176117
1019,0.7946571856737137
1020,0.7863588780164719
1021,0.7775963246822357
1022,0.7945149540901184
1023,0.7871076911687851
1024,0.7915988862514496
1025,0.8099161386489868
1026,0.7635268568992615
1027,0.7860808372497559
1028,0.7674929797649384
1029,0.7538924366235733
1030,0.7974252551794052
1031,0.8158351182937622
1032,0.7531281113624573
1033,0.7838975787162781
1034,0.7858807593584061
1035,0.7526314109563828
1036,0.8137422502040863
1037,0.7756573855876923
1038,0.7508290410041809
1039,0.7385605275630951
1040,0.76774562895298
1041,0.8054383397102356
1042,0.7812805771827698
1043,0.7573710680007935
1044,0.8058070689439774
1045,0.8068406283855438
1046,0.7417933642864227
1047,0.7985251098871231
1048,0.805411696434021
1049,0.7750767916440964
1050,0.8016299605369568
1051,0.7849923968315125
1052,0.7876018583774567
1053,0.7586334198713303
1054,0.7688516676425934
1055,0.7844636291265488
1056,0.8024740666151047
1057,0.7822392284870148
1058,0.7522943615913391
1059,0.7741972357034683
1060,0.7966219186782837
1061,0.7599613070487976
1062,0.7891623675823212
1063,0.764505609869957
1064,0.7411053776741028
1065,0.7741495370864868
1066,0.7785532623529434
1067,0.8130904138088226
1068,0.8102973401546478
1069,0.7435245513916016
1070,0.7838269174098969
1071,0.743536114692688
1072,0.774956226348877
1073,0.7564384639263153
1074,0.7922993153333664
1075,0.7615832835435867
1076,0.8295349627733231
1077,0.7784565687179565
1078,0.7901171445846558
1079,0.7479796409606934
1080,0.7576369047164917
1081,0.772486001253128
1082,0.8210413157939911
1083,0.7494403123855591
1084,0.7692875415086746
1085,0.7413454055786133
1086,0.7909916043281555
1087,0.7471795082092285
1088,0.7628341168165207
1089,0.7781672328710556
1090,0.8019266575574875
1091,0.8222726285457611
1092,0.7478504478931427
1093,0.7885945737361908
1094,0.7419520616531372
1095,0.7931147068738937
1096,0.7647212743759155
1097,0.7682787775993347
1098,0.7741112262010574
1099,0.7845575213432312
1100,0.7855734825134277
1101,0.7903327792882919
1102,0.8029863685369492
1103,0.7848309874534607
1104,0.8173516392707825
1105,0.8030424863100052
1106,0.7916378378868103
1107,0.7751338630914688
1108,0.778803676366806
1109,0.7694566398859024
1110,0.776725709438324
1111,0.7744446694850922
1112,0.7642840445041656
1113,0.7760885655879974
1114,0.7812144160270691
1115,0.7741861790418625
1116,0.791105791926384
1117,0.7804963141679764
1118,0.76290163397789
1119,0.7884013801813126
1120,0.8014571070671082
1121,0.8003105670213699
1122,0.7809585332870483
1123,0.8042011708021164
1124,0.7677570730447769
1125,0.7309277653694153
1126,0.7602059543132782
1127,0.7955429404973984
1128,0.7401403486728668
1129,0.7648689448833466
1130,0.8111789375543594
1131,0.8149410784244537
1132,0.7448714375495911
1133,0.73296058177948
1134,0.7475233972072601
1135,0.7620514333248138
1136,0.7806206196546555
1137,0.8036293983459473
1138,0.7869167476892471
1139,0.7922941744327545
1140,0.7605952471494675
1141,0.7871333360671997
1142,0.8149872273206711
1143,0.7811372578144073
1144,0.7965706884860992
1145,0.7449982762336731
1146,0.8028810620307922
1147,0.7427902817726135
1148,0.7883531004190445
1149,0.7495965361595154
1150,0.8038973212242126
1151,0.7673068046569824
1152,0.7715898305177689
1153,0.7841455787420273
1154,0.7964187264442444
1155,0.7900831550359726
1156,0.7950137704610825
1157,0.7756213247776031
1158,0.7695760279893875
1159,0.8028538525104523
1160,0.8105413317680359
1161,0.8003327548503876
1162,0.7721348404884338
1163,0.7852354496717453
1164,0.8338351994752884
1165,0.7959252744913101
1166,0.7779704034328461
1167,0.7937715947628021
1168,0.8056937456130981
1169,0.7681855708360672
1170,0.7724336981773376
1171,0.7958143055438995
1172,0.7822186648845673
1173,0.8128316700458527
1174,0.813213899731636
1175,0.7892798185348511
1176,0.7903527319431305
1177,0.7922464311122894
1178,0.7731276005506516
1179,0.7945517748594284
1180,0.7738754600286484
1181,0.7971566021442413
1182,0.7775431275367737
1183,0.7779524922370911
1184,0.7522341907024384
1185,0.7936500310897827
1186,0.7779016643762589
1187,0.770659327507019
1188,0.7526277899742126
1189,0.7809250205755234
1190,0.806650698184967
1191,0.7921229302883148
1192,0.7646497189998627
1193,0.7979293316602707
1194,0.7569071054458618
1195,0.8006893992424011
1196,0.7474424839019775
1197,0.8183070123195648
1198,0.7547736614942551
1199,0.7789884060621262
1200,0.8353940844535828
1201,0.7766008377075195
1202,0.7612418681383133
1203,0.7809344083070755
1204,0.7342883944511414
1205,0.8355898410081863
1206,0.8112394660711288
1207,0.748898833990097
1208,0.804130807518959
1209,0.7480172514915466
1210,0.7696659415960312
1211,0.8058442324399948
1212,0.7724368274211884
1213,0.8020967841148376
1214,0.7996706366539001
1215,0.7836570143699646
1216,0.8179301768541336
1217,0.7701830267906189
1218,0.7702861279249191
1219,0.7486770749092102
1220,0.7924854606389999
1221,0.8046008497476578
1222,0.7637943476438522
1223,0.772165521979332
1224,0.7624934315681458
1225,0.7377805709838867
1226,0.7601008862257004
1227,0.7615316808223724
1228,0.7917518466711044
1229,0.7861869782209396
1230,0.7807775139808655
1231,0.8003314137458801
1232,0.8014726042747498
1233,0.7632072567939758
1234,0.7689897865056992
1235,0.7443956732749939
1236,0.7631955593824387
1237,0.7665578722953796
1238,0.8269290030002594
1239,0.816076010465622
1240,0.7641216814517975
1241,0.8033421337604523
1242,0.7961216419935226
1243,0.8046147972345352
1244,0.7891947627067566
1245,0.7662582248449326
1246,0.8182041198015213
1247,0.7996592968702316
1248,0.7747000157833099
1249,0.7943682819604874
1250,0.7707879394292831
1251,0.7655151337385178
1252,0.7722975313663483
1253,0.8051947951316833
1254,0.783217042684555
1255,0.7749365270137787
1256,0.7977562546730042
1257,0.7911490201950073
